ID,Setting_Key,Theme_Name,Light_Primary,Light_Secondary,Light_Background,Light_Surface,Light_Text,Dark_Primary,Dark_Secondary,Dark_Background,Dark_Surface,Dark_Text,Logo_Url,Login_Background_Url,Dashboard_Background_Url,Status,Created_At,Updated_At
1,default,Lagoon,#0f766e,#14b8a6,#f8fafc,#ffffff,#0f172a,#99f6e4,#5eead4,#0f172a,#111827,#ffffff,,,,Active,2026-04-21 10:18:19,2026-04-26 20:44:40
