ID,transaction_id,Category_Code,Unit_Code,Project_Code,transaction_date,customer_id
1326,1000002355,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1327,1000002355,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1328,1000002354,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1329,1000002354,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1330,1000002354,Crab & Crack,BU-fca786ffced3,,2026-04-27,3
1331,1000002354,Crab & Crack,BU-fca786ffced3,,2026-04-27,4
1332,1000002354,Crab & Crack,BU-fca786ffced3,,2026-04-27,5
1333,1000002361,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1334,1000002361,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1335,1000002363,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1336,1000002364,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1337,1000002367,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1338,1000002367,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1339,1000002370,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1340,1000002370,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1341,1000002369,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1342,1000002369,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1343,1000002374,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1344,1000002378,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1345,1000002378,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1346,1000002378,Crab & Crack,BU-fca786ffced3,,2026-04-27,3
1347,1000002378,Crab & Crack,BU-fca786ffced3,,2026-04-27,4
1348,1000002382,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1349,1000002390,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1350,1000002390,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1351,1000002389,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1352,1000002393,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1353,1000002393,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1354,1000002393,Crab & Crack,BU-fca786ffced3,,2026-04-27,3
1355,1000002393,Crab & Crack,BU-fca786ffced3,,2026-04-27,4
1356,1000002396,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1357,1000002396,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1358,1000002404,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1359,1000002404,Crab & Crack,BU-fca786ffced3,,2026-04-27,2
1360,1000002407,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1361,1000002408,Crab & Crack,BU-fca786ffced3,,2026-04-27,1
1362,1000002418,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1363,1000002418,Crab & Crack,BU-fca786ffced3,,2026-04-28,2
1364,1000002418,Crab & Crack,BU-fca786ffced3,,2026-04-28,3
1365,1000002419,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1366,1000002419,Crab & Crack,BU-fca786ffced3,,2026-04-28,2
1367,1000002421,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1368,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1369,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,2
1370,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,3
1371,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,4
1372,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,5
1373,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,6
1374,1000002423,Crab & Crack,BU-fca786ffced3,,2026-04-28,7
1375,1000002431,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1376,1000002427,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1377,1000002435,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1378,1000002437,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1379,1000002438,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1380,1000002438,Crab & Crack,BU-fca786ffced3,,2026-04-28,2
1381,1000002440,Crab & Crack,BU-fca786ffced3,,2026-04-28,1
1382,1000002440,Crab & Crack,BU-fca786ffced3,,2026-04-28,2
