AutoNum,user_id,category_code,unit_code
29,426,Crab & Crack,BU-fca786ffced3
31,427,Crab & Crack,BU-fca786ffced3
32,428,Crab & Crack,BU-fca786ffced3
33,429,Crab & Crack,BU-fca786ffced3
34,425,Crab & Crack,BU-fca786ffced3
35,424,Crab & Crack,BU-fca786ffced3
