ID,Category_Code,Corp_Code,Unit_Code,Unit_Name,Unit_TIN,Unit_Address,Business_Type,VAT_Registration,Region_Name,Area_Name,Notes,MD,GM,BP,Code_2,Status,Remarks,Date_Open
1,LIGHTERRA,201,BU-f84babace67a,LIGHTERRA PLARIDEL BISTRO,999-742-586-00001,"PLARIDEL, BULACAN",Restaurant,VAT Registered,,,,,,,,Active,Not yet sync,0000-00-00
